"COMUNA","SEMANA","MES","PERIODO","total"
"Buenos Aires",40,10,2015,17
"Buenos Aires",40,10,2016,38
"Buenos Aires",40,10,2017,25
"Buenos Aires",40,10,2018,38
"Buenos Aires",41,10,2014,31
"Buenos Aires",41,10,2015,28
"Buenos Aires",41,10,2016,32
"Buenos Aires",41,10,2017,27
"Buenos Aires",41,10,2018,27
"Buenos Aires",42,10,2014,23
"Buenos Aires",42,10,2015,32
"Buenos Aires",42,10,2016,24
"Buenos Aires",42,10,2017,35
"Buenos Aires",42,10,2018,26
"Buenos Aires",43,10,2014,24
"Buenos Aires",43,10,2015,32
"Buenos Aires",43,10,2016,26
"Buenos Aires",43,10,2017,19
"Buenos Aires",43,10,2018,26
"Buenos Aires",44,10,2014,23
"Buenos Aires",44,10,2015,18
"Buenos Aires",44,10,2016,2
"Buenos Aires",44,10,2017,8
"Buenos Aires",44,10,2018,14
"Buenos Aires",44,11,2014,11
"Buenos Aires",44,11,2015,4
"Buenos Aires",44,11,2016,25
"Buenos Aires",44,11,2017,26
"Buenos Aires",44,11,2018,9
"Buenos Aires",45,11,2014,38
"Buenos Aires",45,11,2015,21
"Buenos Aires",45,11,2016,26
"Buenos Aires",45,11,2017,29
"Buenos Aires",45,11,2018,26
"Buenos Aires",46,11,2014,27
"Buenos Aires",46,11,2015,23
"Buenos Aires",46,11,2016,35
"Buenos Aires",46,11,2017,28
"Buenos Aires",46,11,2018,34
"Buenos Aires",47,11,2014,31
"Buenos Aires",47,11,2015,25
"Buenos Aires",47,11,2016,30
"Buenos Aires",47,11,2017,33
"Buenos Aires",47,11,2018,29
"Buenos Aires",48,11,2014,36
"Buenos Aires",48,11,2015,28
"Buenos Aires",48,11,2016,16
"Buenos Aires",48,11,2017,15
"Buenos Aires",48,11,2018,6
"Buenos Aires",48,12,2016,16
"Buenos Aires",48,12,2017,16
"Buenos Aires",48,12,2018,10
"Buenos Aires",49,11,2015,5
"Buenos Aires",49,12,2014,40
"Buenos Aires",49,12,2015,28
"Buenos Aires",49,12,2016,22
"Buenos Aires",49,12,2017,39
"Buenos Aires",49,12,2018,29
"Buenos Aires",50,12,2014,22
"Buenos Aires",50,12,2015,33
"Buenos Aires",50,12,2016,31
"Buenos Aires",50,12,2017,25
"Buenos Aires",50,12,2018,33
"Buenos Aires",51,12,2014,21
"Buenos Aires",51,12,2015,35
"Buenos Aires",51,12,2016,26
"Buenos Aires",51,12,2017,33
"Buenos Aires",51,12,2018,32
"Buenos Aires",52,1,2017,4
"Buenos Aires",52,12,2014,29
"Buenos Aires",52,12,2015,34
"Buenos Aires",52,12,2016,24
"Buenos Aires",52,12,2017,25
"Buenos Aires",52,12,2018,25
"Buenos Aires",53,1,2016,8
"Buenos Aires",53,12,2015,18
"Castilla",1,1,2014,42
"Castilla",1,1,2015,33
"Castilla",1,1,2016,76
"Castilla",1,1,2017,60
"Castilla",1,1,2018,84
"Castilla",1,12,2014,43
"Castilla",1,12,2018,6
"Castilla",2,1,2014,61
"Castilla",2,1,2015,48
"Castilla",2,1,2016,62
"Castilla",2,1,2017,79
"Castilla",2,1,2018,66
"Castilla",3,1,2014,71
"Castilla",3,1,2015,78
"Castilla",3,1,2016,83
"Castilla",3,1,2017,83
"Castilla",3,1,2018,81
"Castilla",4,1,2014,62
"Castilla",4,1,2015,72
"Castilla",4,1,2016,77
"Castilla",4,1,2017,74
"Castilla",4,1,2018,81
"Castilla",5,1,2014,51
"Castilla",5,1,2015,55
"Castilla",5,1,2017,18
"Castilla",5,1,2018,28
"Castilla",5,2,2014,11
"Castilla",5,2,2015,6
"Castilla",5,2,2016,101
"Castilla",5,2,2017,63
"Castilla",5,2,2018,49
"Castilla",6,2,2014,72
"Castilla",6,2,2015,79
"Castilla",6,2,2016,82
"Castilla",6,2,2017,98
"Castilla",6,2,2018,69
"Castilla",7,2,2014,88
"Castilla",7,2,2015,78
"Castilla",7,2,2016,91
"Castilla",7,2,2017,88
"Castilla",7,2,2018,91
"Castilla",8,2,2014,65
"Castilla",8,2,2015,91
"Castilla",8,2,2016,74
"Castilla",8,2,2017,116
"Castilla",8,2,2018,76
"Castilla",9,2,2014,62
"Castilla",9,2,2015,66
"Castilla",9,2,2016,15
"Castilla",9,2,2017,28
"Castilla",9,2,2018,23
"Castilla",9,3,2014,23
"Castilla",9,3,2015,11
"Castilla",9,3,2016,76
"Castilla",9,3,2017,60
"Castilla",9,3,2018,59
"Castilla",10,3,2014,89
"Castilla",10,3,2015,73
"Castilla",10,3,2016,101
"Castilla",10,3,2017,105
"Castilla",10,3,2018,93
"Castilla",11,3,2014,90
"Castilla",11,3,2015,80
"Castilla",11,3,2016,104
"Castilla",11,3,2017,87
"Castilla",11,3,2018,88
"Castilla",12,3,2014,103
"Castilla",12,3,2015,101
"Castilla",12,3,2016,61
"Castilla",12,3,2017,85
"Castilla",12,3,2018,70
"Castilla",13,3,2014,85
"Castilla",13,3,2015,73
"Castilla",13,3,2016,43
"Castilla",13,3,2017,84
"Castilla",13,3,2018,69
"Castilla",13,4,2016,18
"Castilla",13,4,2017,27
"Castilla",13,4,2018,6
"Castilla",14,3,2014,12
"Castilla",14,3,2015,22
"Castilla",14,4,2014,55
"Castilla",14,4,2015,37
"Castilla",14,4,2016,75
"Castilla",14,4,2017,104
"Castilla",14,4,2018,83
"Castilla",15,4,2014,90
"Castilla",15,4,2015,68
"Castilla",15,4,2016,96
"Castilla",15,4,2017,62
"Castilla",15,4,2018,76
"Castilla",16,4,2014,68
"Castilla",16,4,2015,70
"Castilla",16,4,2016,76
"Castilla",16,4,2017,85
"Castilla",16,4,2018,93
"Castilla",17,4,2014,86
"Castilla",17,4,2015,90
"Castilla",17,4,2016,91
"Castilla",17,4,2017,88
"Castilla",17,4,2018,87
"Castilla",17,5,2016,9
"Castilla",18,4,2014,39
"Castilla",18,4,2015,50
"Castilla",18,4,2018,12
"Castilla",18,5,2014,42
"Castilla",18,5,2015,25
"Castilla",18,5,2016,76
"Castilla",18,5,2017,88
"Castilla",18,5,2018,67
"Castilla",19,5,2014,94
"Castilla",19,5,2015,76
"Castilla",19,5,2016,95
"Castilla",19,5,2017,75
"Castilla",19,5,2018,88
"Castilla",20,5,2014,94
"Castilla",20,5,2015,73
"Castilla",20,5,2016,84
"Castilla",20,5,2017,84
"Castilla",20,5,2018,88
"Castilla",21,5,2014,95
"Castilla",21,5,2015,75
"Castilla",21,5,2016,80
"Castilla",21,5,2017,73
"Castilla",21,5,2018,88
"Castilla",22,5,2014,77
"Castilla",22,5,2015,74
"Castilla",22,5,2016,13
"Castilla",22,5,2017,38
"Castilla",22,5,2018,41
"Castilla",22,6,2014,6
"Castilla",22,6,2016,55
"Castilla",22,6,2017,47
"Castilla",22,6,2018,29
"Castilla",23,6,2014,74
"Castilla",23,6,2015,75
"Castilla",23,6,2016,80
"Castilla",23,6,2017,93
"Castilla",23,6,2018,85
"Castilla",24,6,2014,82
"Castilla",24,6,2015,67
"Castilla",24,6,2016,81
"Castilla",24,6,2017,95
"Castilla",24,6,2018,105
"Castilla",25,6,2014,81
"Castilla",25,6,2015,80
"Castilla",25,6,2016,83
"Castilla",25,6,2017,78
"Castilla",25,6,2018,97
"Castilla",26,6,2014,73
"Castilla",26,6,2015,68
"Castilla",26,6,2016,42
"Castilla",26,6,2017,62
"Castilla",26,6,2018,80
"Castilla",26,7,2016,24
"Castilla",26,7,2017,22
"Castilla",26,7,2018,10
"Castilla",27,6,2014,12
"Castilla",27,6,2015,18
"Castilla",27,7,2014,71
"Castilla",27,7,2015,46
"Castilla",27,7,2016,73
"Castilla",27,7,2017,71
"Castilla",27,7,2018,61
"Castilla",28,7,2014,68
"Castilla",28,7,2015,70
"Castilla",28,7,2016,78
"Castilla",28,7,2017,62
"Castilla",28,7,2018,84
"Castilla",29,7,2014,86
"Castilla",29,7,2015,85
"Castilla",29,7,2016,81
"Castilla",29,7,2017,70
"Castilla",29,7,2018,77
"Castilla",30,7,2014,65
"Castilla",30,7,2015,76
"Castilla",30,7,2016,74
"Castilla",30,7,2017,89
"Castilla",30,7,2018,82
"Castilla",31,7,2014,51
"Castilla",31,7,2015,48
"Castilla",31,7,2017,9
"Castilla",31,7,2018,22
"Castilla",31,8,2014,35
"Castilla",31,8,2015,23
"Castilla",31,8,2016,86
"Castilla",31,8,2017,84
"Castilla",31,8,2018,65
"Castilla",32,8,2014,77
"Castilla",32,8,2015,79
"Castilla",32,8,2016,102
"Castilla",32,8,2017,71
"Castilla",32,8,2018,89
"Castilla",33,8,2014,87
"Castilla",33,8,2015,85
"Castilla",33,8,2016,77
"Castilla",33,8,2017,109
"Castilla",33,8,2018,97
"Castilla",34,8,2014,64
"Castilla",34,8,2015,76
"Castilla",34,8,2016,83
"Castilla",34,8,2017,70
"Castilla",34,8,2018,57
"Castilla",35,8,2014,81
"Castilla",35,8,2015,92
"Castilla",35,8,2016,31
"Castilla",35,8,2017,55
"Castilla",35,8,2018,54
"Castilla",35,9,2016,53
"Castilla",35,9,2017,33
"Castilla",35,9,2018,25
"Castilla",36,8,2015,11
"Castilla",36,9,2014,63
"Castilla",36,9,2015,75
"Castilla",36,9,2016,75
"Castilla",36,9,2017,88
"Castilla",36,9,2018,90
"Castilla",37,9,2014,75
"Castilla",37,9,2015,70
"Castilla",37,9,2016,77
"Castilla",37,9,2017,77
"Castilla",37,9,2018,73
"Castilla",38,9,2014,100
"Castilla",38,9,2015,100
"Castilla",38,9,2016,95
"Castilla",38,9,2017,81
"Castilla",38,9,2018,75
"Castilla",39,9,2014,94
"Castilla",39,9,2015,75
"Castilla",39,9,2016,59
"Castilla",39,9,2017,88
"Castilla",39,9,2018,83
"Castilla",39,10,2016,17
"Castilla",39,10,2017,9
"Castilla",40,9,2014,23
"Castilla",40,9,2015,36
"Castilla",40,10,2014,64
"Castilla",40,10,2015,48
"Castilla",40,10,2016,97
"Castilla",40,10,2017,100
"Castilla",40,10,2018,76
"Castilla",41,10,2014,76
"Castilla",41,10,2015,71
"Castilla",41,10,2016,97
"Castilla",41,10,2017,66
"Castilla",41,10,2018,73
"Castilla",42,10,2014,91
"Castilla",42,10,2015,74
"Castilla",42,10,2016,72
"Castilla",42,10,2017,84
"Castilla",42,10,2018,90
"Castilla",43,10,2014,79
"Castilla",43,10,2015,76
"Castilla",43,10,2016,94
"Castilla",43,10,2017,86
"Castilla",43,10,2018,74
"Castilla",44,10,2014,70
"Castilla",44,10,2015,72
"Castilla",44,10,2016,17
"Castilla",44,10,2017,28
"Castilla",44,10,2018,41
"Castilla",44,11,2014,16
"Castilla",44,11,2015,4
"Castilla",44,11,2016,74
"Castilla",44,11,2017,60
"Castilla",44,11,2018,60
"Castilla",45,11,2014,69
"Castilla",45,11,2015,79
"Castilla",45,11,2016,77
"Castilla",45,11,2017,78
"Castilla",45,11,2018,88
"Castilla",46,11,2014,107
"Castilla",46,11,2015,74
"Castilla",46,11,2016,96
"Castilla",46,11,2017,84
"Castilla",46,11,2018,61
"Castilla",47,11,2014,69
"Castilla",47,11,2015,96
"Castilla",47,11,2016,99
"Castilla",47,11,2017,74
"Castilla",47,11,2018,83
"Castilla",48,11,2014,80
"Castilla",48,11,2015,82
"Castilla",48,11,2016,41
"Castilla",48,11,2017,58
"Castilla",48,11,2018,43
"Castilla",48,12,2016,32
"Castilla",48,12,2017,29
"Castilla",48,12,2018,21
"Castilla",49,11,2015,14
"Castilla",49,12,2014,100
"Castilla",49,12,2015,73
"Castilla",49,12,2016,66
"Castilla",49,12,2017,94
"Castilla",49,12,2018,79
"Castilla",50,12,2014,71
"Castilla",50,12,2015,88
"Castilla",50,12,2016,81
"Castilla",50,12,2017,95
"Castilla",50,12,2018,95
"Castilla",51,12,2014,92
"Castilla",51,12,2015,85
"Castilla",51,12,2016,89
"Castilla",51,12,2017,115
"Castilla",51,12,2018,100
"Castilla",52,1,2017,6
"Castilla",52,12,2014,82
"Castilla",52,12,2015,63
"Castilla",52,12,2016,57
"Castilla",52,12,2017,72
"Castilla",52,12,2018,74
"Castilla",53,1,2016,23
"Castilla",53,12,2015,42
"Doce de Octubre",1,1,2014,14
"Doce de Octubre",1,1,2015,10
"Doce de Octubre",1,1,2016,10
"Doce de Octubre",1,1,2017,16
"Doce de Octubre",1,1,2018,19
"Doce de Octubre",1,12,2014,9
"Doce de Octubre",1,12,2018,5
"Doce de Octubre",2,1,2014,13
"Doce de Octubre",2,1,2015,16
"Doce de Octubre",2,1,2016,17
"Doce de Octubre",2,1,2017,20
"Doce de Octubre",2,1,2018,20
"Doce de Octubre",3,1,2014,20
"Doce de Octubre",3,1,2015,24
"Doce de Octubre",3,1,2016,18
"Doce de Octubre",3,1,2017,16
"Doce de Octubre",3,1,2018,31
"Doce de Octubre",4,1,2014,20
"Doce de Octubre",4,1,2015,27
"Doce de Octubre",4,1,2016,27
"Doce de Octubre",4,1,2017,15
"Doce de Octubre",4,1,2018,18
"Doce de Octubre",5,1,2014,16
"Doce de Octubre",5,1,2015,15
"Doce de Octubre",5,1,2017,6
"Doce de Octubre",5,1,2018,7
"Doce de Octubre",5,2,2014,3
"Doce de Octubre",5,2,2015,4
"Doce de Octubre",5,2,2016,24
"Doce de Octubre",5,2,2017,12
"Doce de Octubre",5,2,2018,13
"Doce de Octubre",6,2,2014,27
"Doce de Octubre",6,2,2015,35
"Doce de Octubre",6,2,2016,15
"Doce de Octubre",6,2,2017,18
"Doce de Octubre",6,2,2018,14
"Doce de Octubre",7,2,2014,28
"Doce de Octubre",7,2,2015,21
"Doce de Octubre",7,2,2016,19
"Doce de Octubre",7,2,2017,25
"Doce de Octubre",7,2,2018,24
"Doce de Octubre",8,2,2014,22
"Doce de Octubre",8,2,2015,15
"Doce de Octubre",8,2,2016,17
"Doce de Octubre",8,2,2017,22
"Doce de Octubre",8,2,2018,27
"Doce de Octubre",9,2,2014,17
"Doce de Octubre",9,2,2015,18
"Doce de Octubre",9,2,2016,1
"Doce de Octubre",9,2,2017,6
"Doce de Octubre",9,2,2018,4
"Doce de Octubre",9,3,2014,7
"Doce de Octubre",9,3,2015,3
"Doce de Octubre",9,3,2016,21
"Doce de Octubre",9,3,2017,13
"Doce de Octubre",9,3,2018,14
"Doce de Octubre",10,3,2014,30
"Doce de Octubre",10,3,2015,29
"Doce de Octubre",10,3,2016,28
"Doce de Octubre",10,3,2017,20
"Doce de Octubre",10,3,2018,28
"Doce de Octubre",11,3,2014,23
"Doce de Octubre",11,3,2015,31
"Doce de Octubre",11,3,2016,16
"Doce de Octubre",11,3,2017,18
"Doce de Octubre",11,3,2018,27
"Doce de Octubre",12,3,2014,30
"Doce de Octubre",12,3,2015,18
"Doce de Octubre",12,3,2016,19
"Doce de Octubre",12,3,2017,30
"Doce de Octubre",12,3,2018,25
"Doce de Octubre",13,3,2014,17
"Doce de Octubre",13,3,2015,26
"Doce de Octubre",13,3,2016,14
"Doce de Octubre",13,3,2017,8
"Doce de Octubre",13,3,2018,22
"Doce de Octubre",13,4,2016,10
"Doce de Octubre",13,4,2017,12
"Doce de Octubre",13,4,2018,1
"Doce de Octubre",14,3,2014,2
"Doce de Octubre",14,3,2015,4
"Doce de Octubre",14,4,2014,23
"Doce de Octubre",14,4,2015,17
"Doce de Octubre",14,4,2016,27
"Doce de Octubre",14,4,2017,22
"Doce de Octubre",14,4,2018,22
"Doce de Octubre",15,4,2014,20
"Doce de Octubre",15,4,2015,19
"Doce de Octubre",15,4,2016,31
"Doce de Octubre",15,4,2017,21
"Doce de Octubre",15,4,2018,20
"Doce de Octubre",16,4,2014,22
"Doce de Octubre",16,4,2015,21
"Doce de Octubre",16,4,2016,24
"Doce de Octubre",16,4,2017,29
"Doce de Octubre",16,4,2018,23
"Doce de Octubre",17,4,2014,25
"Doce de Octubre",17,4,2015,27
"Doce de Octubre",17,4,2016,23
"Doce de Octubre",17,4,2017,23
"Doce de Octubre",17,4,2018,28
"Doce de Octubre",17,5,2016,3
"Doce de Octubre",18,4,2014,7
"Doce de Octubre",18,4,2015,11
"Doce de Octubre",18,4,2018,4
"Doce de Octubre",18,5,2014,11
"Doce de Octubre",18,5,2015,8
"Doce de Octubre",18,5,2016,27
"Doce de Octubre",18,5,2017,25
"Doce de Octubre",18,5,2018,19
"Doce de Octubre",19,5,2014,23
"Doce de Octubre",19,5,2015,24
"Doce de Octubre",19,5,2016,20
"Doce de Octubre",19,5,2017,29
"Doce de Octubre",19,5,2018,29
"Doce de Octubre",20,5,2014,28
"Doce de Octubre",20,5,2015,22
"Doce de Octubre",20,5,2016,25
"Doce de Octubre",20,5,2017,23
"Doce de Octubre",20,5,2018,13
"Doce de Octubre",21,5,2014,28
"Doce de Octubre",21,5,2015,25
"Doce de Octubre",21,5,2016,21
"Doce de Octubre",21,5,2017,19
"Doce de Octubre",21,5,2018,21
"Doce de Octubre",22,5,2014,15
"Doce de Octubre",22,5,2015,18
"Doce de Octubre",22,5,2016,5
"Doce de Octubre",22,5,2017,16
"Doce de Octubre",22,5,2018,17
"Doce de Octubre",22,6,2014,1
"Doce de Octubre",22,6,2016,14
"Doce de Octubre",22,6,2017,14
"Doce de Octubre",22,6,2018,11
"Doce de Octubre",23,6,2014,36
"Doce de Octubre",23,6,2015,30
"Doce de Octubre",23,6,2016,24
"Doce de Octubre",23,6,2017,16
"Doce de Octubre",23,6,2018,38
"Doce de Octubre",24,6,2014,24
"Doce de Octubre",24,6,2015,24
"Doce de Octubre",24,6,2016,21
"Doce de Octubre",24,6,2017,25
"Doce de Octubre",24,6,2018,33
"Doce de Octubre",25,6,2014,22
"Doce de Octubre",25,6,2015,25
"Doce de Octubre",25,6,2016,18
"Doce de Octubre",25,6,2017,13
"Doce de Octubre",25,6,2018,21
"Doce de Octubre",26,6,2014,22
"Doce de Octubre",26,6,2015,19
"Doce de Octubre",26,6,2016,10
"Doce de Octubre",26,6,2017,11
"Doce de Octubre",26,6,2018,22
"Doce de Octubre",26,7,2016,11
"Doce de Octubre",26,7,2017,4
"Doce de Octubre",26,7,2018,2
"Doce de Octubre",27,6,2014,4
"Doce de Octubre",27,6,2015,9
"Doce de Octubre",27,7,2014,18
"Doce de Octubre",27,7,2015,13
"Doce de Octubre",27,7,2016,25
"Doce de Octubre",27,7,2017,20
"Doce de Octubre",27,7,2018,27
"Doce de Octubre",28,7,2014,22
"Doce de Octubre",28,7,2015,27
"Doce de Octubre",28,7,2016,25
"Doce de Octubre",28,7,2017,19
"Doce de Octubre",28,7,2018,20
"Doce de Octubre",29,7,2014,24
"Doce de Octubre",29,7,2015,19
"Doce de Octubre",29,7,2016,24
"Doce de Octubre",29,7,2017,30
"Doce de Octubre",29,7,2018,21
"Doce de Octubre",30,7,2014,26
"Doce de Octubre",30,7,2015,21
"Doce de Octubre",30,7,2016,32
"Doce de Octubre",30,7,2017,27
"Doce de Octubre",30,7,2018,23
"Doce de Octubre",31,7,2014,8
"Doce de Octubre",31,7,2015,12
"Doce de Octubre",31,7,2017,5
"Doce de Octubre",31,7,2018,5
"Doce de Octubre",31,8,2014,11
"Doce de Octubre",31,8,2015,9
"Doce de Octubre",31,8,2016,28
"Doce de Octubre",31,8,2017,19
"Doce de Octubre",31,8,2018,15
"Doce de Octubre",32,8,2014,38
"Doce de Octubre",32,8,2015,22
"Doce de Octubre",32,8,2016,26
"Doce de Octubre",32,8,2017,37
"Doce de Octubre",32,8,2018,28
"Doce de Octubre",33,8,2014,21
"Doce de Octubre",33,8,2015,27
"Doce de Octubre",33,8,2016,30
"Doce de Octubre",33,8,2017,21
"Doce de Octubre",33,8,2018,24
"Doce de Octubre",34,8,2014,24
"Doce de Octubre",34,8,2015,22
"Doce de Octubre",34,8,2016,22
"Doce de Octubre",34,8,2017,25
"Doce de Octubre",34,8,2018,22
"Doce de Octubre",35,8,2014,19
"Doce de Octubre",35,8,2015,25
"Doce de Octubre",35,8,2016,13
"Doce de Octubre",35,8,2017,10
"Doce de Octubre",35,8,2018,22
"Doce de Octubre",35,9,2016,12
"Doce de Octubre",35,9,2017,13
"Doce de Octubre",35,9,2018,9
"Doce de Octubre",36,8,2015,1
"Doce de Octubre",36,9,2014,24
"Doce de Octubre",36,9,2015,17
"Doce de Octubre",36,9,2016,15
"Doce de Octubre",36,9,2017,28
"Doce de Octubre",36,9,2018,30
"Doce de Octubre",37,9,2014,24
"Doce de Octubre",37,9,2015,16
"Doce de Octubre",37,9,2016,18
"Doce de Octubre",37,9,2017,26
"Doce de Octubre",37,9,2018,20
"Doce de Octubre",38,9,2014,29
"Doce de Octubre",38,9,2015,23
"Doce de Octubre",38,9,2016,21
"Doce de Octubre",38,9,2017,28
"Doce de Octubre",38,9,2018,18
"Doce de Octubre",39,9,2014,20
"Doce de Octubre",39,9,2015,28
"Doce de Octubre",39,9,2016,20
"Doce de Octubre",39,9,2017,16
"Doce de Octubre",39,9,2018,25
"Doce de Octubre",39,10,2016,14
"Doce de Octubre",39,10,2017,5
"Doce de Octubre",40,9,2014,8
"Doce de Octubre",40,9,2015,9
"Doce de Octubre",40,10,2014,15
"Doce de Octubre",40,10,2015,8
"Doce de Octubre",40,10,2016,17
"Doce de Octubre",40,10,2017,27
"Doce de Octubre",40,10,2018,23
"Doce de Octubre",41,10,2014,15
"Doce de Octubre",41,10,2015,26
"Doce de Octubre",41,10,2016,16
"Doce de Octubre",41,10,2017,20
"Doce de Octubre",41,10,2018,11
"Doce de Octubre",42,10,2014,19
"Doce de Octubre",42,10,2015,24
"Doce de Octubre",42,10,2016,19
"Doce de Octubre",42,10,2017,32
"Doce de Octubre",42,10,2018,17
"Doce de Octubre",43,10,2014,22
"Doce de Octubre",43,10,2015,16
"Doce de Octubre",43,10,2016,28
"Doce de Octubre",43,10,2017,28
"Doce de Octubre",43,10,2018,20
"Doce de Octubre",44,10,2014,16
"Doce de Octubre",44,10,2015,19
"Doce de Octubre",44,10,2016,3
"Doce de Octubre",44,10,2017,10
"Doce de Octubre",44,10,2018,9
"Doce de Octubre",44,11,2014,1
"Doce de Octubre",44,11,2015,5
"Doce de Octubre",44,11,2016,23
"Doce de Octubre",44,11,2017,14
"Doce de Octubre",44,11,2018,12
"Doce de Octubre",45,11,2014,36
"Doce de Octubre",45,11,2015,14
"Doce de Octubre",45,11,2016,25
"Doce de Octubre",45,11,2017,18
"Doce de Octubre",45,11,2018,25
"Doce de Octubre",46,11,2014,16
"Doce de Octubre",46,11,2015,26
"Doce de Octubre",46,11,2016,21
"Doce de Octubre",46,11,2017,34
"Doce de Octubre",46,11,2018,10
"Doce de Octubre",47,11,2014,18
"Doce de Octubre",47,11,2015,22
"Doce de Octubre",47,11,2016,27
"Doce de Octubre",47,11,2017,20
"Doce de Octubre",47,11,2018,11
"Doce de Octubre",48,11,2014,25
"Doce de Octubre",48,11,2015,17
"Doce de Octubre",48,11,2016,8
"Doce de Octubre",48,11,2017,10
"Doce de Octubre",48,11,2018,6
"Doce de Octubre",48,12,2016,9
"Doce de Octubre",48,12,2017,7
"Doce de Octubre",48,12,2018,9
"Doce de Octubre",49,11,2015,6
"Doce de Octubre",49,12,2014,22
"Doce de Octubre",49,12,2015,14
"Doce de Octubre",49,12,2016,28
"Doce de Octubre",49,12,2017,26
"Doce de Octubre",49,12,2018,21
"Doce de Octubre",50,12,2014,21
"Doce de Octubre",50,12,2015,20
"Doce de Octubre",50,12,2016,20
"Doce de Octubre",50,12,2017,21
"Doce de Octubre",50,12,2018,29
"Doce de Octubre",51,12,2014,17
"Doce de Octubre",51,12,2015,21
"Doce de Octubre",51,12,2016,20
"Doce de Octubre",51,12,2017,24
"Doce de Octubre",51,12,2018,15
"Doce de Octubre",52,1,2017,6
"Doce de Octubre",52,12,2014,14
"Doce de Octubre",52,12,2015,19
"Doce de Octubre",52,12,2016,16
"Doce de Octubre",52,12,2017,21
"Doce de Octubre",52,12,2018,25
"Doce de Octubre",53,1,2016,8
"Doce de Octubre",53,12,2015,14
"El Poblado",1,1,2014,23
"El Poblado",1,1,2015,9
"El Poblado",1,1,2016,41
"El Poblado",1,1,2017,41
"El Poblado",1,1,2018,34
"El Poblado",1,12,2014,21
"El Poblado",1,12,2018,5
"El Poblado",2,1,2014,45
"El Poblado",2,1,2015,51
"El Poblado",2,1,2016,50
"El Poblado",2,1,2017,50
"El Poblado",2,1,2018,39
"El Poblado",3,1,2014,61
"El Poblado",3,1,2015,39
"El Poblado",3,1,2016,71
"El Poblado",3,1,2017,84
"El Poblado",3,1,2018,67
"El Poblado",4,1,2014,56
"El Poblado",4,1,2015,73
"El Poblado",4,1,2016,68
"El Poblado",4,1,2017,70
"El Poblado",4,1,2018,52
"El Poblado",5,1,2014,60
"El Poblado",5,1,2015,63
"El Poblado",5,1,2017,22
"El Poblado",5,1,2018,27
"El Poblado",5,2,2014,14
"El Poblado",5,2,2015,6
"El Poblado",5,2,2016,69
"El Poblado",5,2,2017,62
"El Poblado",5,2,2018,38
"El Poblado",6,2,2014,72
"El Poblado",6,2,2015,56
"El Poblado",6,2,2016,72
"El Poblado",6,2,2017,80
"El Poblado",6,2,2018,77
"El Poblado",7,2,2014,79
"El Poblado",7,2,2015,59
"El Poblado",7,2,2016,76
"El Poblado",7,2,2017,93
"El Poblado",7,2,2018,90
"El Poblado",8,2,2014,49
"El Poblado",8,2,2015,65
"El Poblado",8,2,2016,56
"El Poblado",8,2,2017,75
"El Poblado",8,2,2018,63
"El Poblado",9,2,2014,39
"El Poblado",9,2,2015,65
"El Poblado",9,2,2016,10
"El Poblado",9,2,2017,21
"El Poblado",9,2,2018,34
"El Poblado",9,3,2014,8
"El Poblado",9,3,2015,4
"El Poblado",9,3,2016,53
"El Poblado",9,3,2017,39
"El Poblado",9,3,2018,43
"El Poblado",10,3,2014,71
"El Poblado",10,3,2015,67
"El Poblado",10,3,2016,77
"El Poblado",10,3,2017,76
"El Poblado",10,3,2018,55
"El Poblado",11,3,2014,53
"El Poblado",11,3,2015,70
"El Poblado",11,3,2016,76
"El Poblado",11,3,2017,66
"El Poblado",11,3,2018,86
"El Poblado",12,3,2014,85
"El Poblado",12,3,2015,58
"El Poblado",12,3,2016,24
"El Poblado",12,3,2017,50
"El Poblado",12,3,2018,61
"El Poblado",13,3,2014,67
"El Poblado",13,3,2015,52
"El Poblado",13,3,2016,37
"El Poblado",13,3,2017,67
"El Poblado",13,3,2018,35
"El Poblado",13,4,2016,18
"El Poblado",13,4,2017,12
"El Poblado",13,4,2018,5
"El Poblado",14,3,2014,10
"El Poblado",14,3,2015,20
"El Poblado",14,4,2014,62
"El Poblado",14,4,2015,27
"El Poblado",14,4,2016,67
"El Poblado",14,4,2017,91
"El Poblado",14,4,2018,65
"El Poblado",15,4,2014,77
"El Poblado",15,4,2015,58
"El Poblado",15,4,2016,63
"El Poblado",15,4,2017,45
"El Poblado",15,4,2018,56
"El Poblado",16,4,2014,36
"El Poblado",16,4,2015,52
"El Poblado",16,4,2016,75
"El Poblado",16,4,2017,84
"El Poblado",16,4,2018,67
"El Poblado",17,4,2014,62
"El Poblado",17,4,2015,64
"El Poblado",17,4,2016,69
"El Poblado",17,4,2017,94
"El Poblado",17,4,2018,69
"El Poblado",17,5,2016,5
"El Poblado",18,4,2014,25
"El Poblado",18,4,2015,37
"El Poblado",18,4,2018,8
"El Poblado",18,5,2014,17
"El Poblado",18,5,2015,18
"El Poblado",18,5,2016,68
"El Poblado",18,5,2017,63
"El Poblado",18,5,2018,54
"El Poblado",19,5,2014,62
"El Poblado",19,5,2015,59
"El Poblado",19,5,2016,58
"El Poblado",19,5,2017,92
"El Poblado",19,5,2018,77
"El Poblado",20,5,2014,71
"El Poblado",20,5,2015,57
"El Poblado",20,5,2016,77
"El Poblado",20,5,2017,82
"El Poblado",20,5,2018,68
"El Poblado",21,5,2014,69
"El Poblado",21,5,2015,51
